HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input.HITId	Input.AssignmentId	Input.WorkerId	Input.ImageUrl	Input.ActionTag	Answer.tag1	Answer.tag10	Answer.tag2	Answer.tag3	Answer.tag4	Answer.tag5	Answer.tag6	Answer.tag7	Answer.tag8	Answer.tag9	Approve	Reject
3NKW03WTLMS7NVM8VVNCHRV3DU4WQ7	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			39U1BHVTDMCPAW96SHB65JRDREVT36	AUZ9Z6K408XCY	Submitted	Wed Apr 27 09:23:29 PDT 2016	Wed Apr 27 09:27:46 PDT 2016	Thu Apr 28 09:27:46 PDT 2016				257	0% (0/0)	0% (0/0)	0% (0/0)	3CVDZS288HLERU2LDD6VWUPY8KWFM8	3ERMJ6L4DZD3YKK9LWDKWM811QHM7Y	A3S5DWMCT53P8	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	To jog in the morning	Take a deep breath.	"Stand up, go through the door and start jogging."	Reflect upon your future actions.	Take your underpants from the bed and put them on.	Put on your shorts (they're on the armchair).	Pick up your T-shirt from the floor and put it on.	Put on your socks.	Put on your jogging shoes.	"Jump a few times, avoiding hitting yourself on the furniture."	Sit on the bed.		
3BCRDCM0ODFNID97R8QBNBKHQMJ6KO	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3F6HPJW4JELSHVHHJM2C9TTKPT22WH	A3M6BEEYRWOCNL	Submitted	Wed Apr 27 07:42:08 PDT 2016	Wed Apr 27 07:44:08 PDT 2016	Thu Apr 28 07:44:08 PDT 2016				120	0% (0/0)	0% (0/0)	0% (0/0)	3CVDZS288HLERU2LDD6VWUPY8KWFM8	3HHRAGRYX9QVC6TED9QH2MOCRGKO9R	A3GE7CHWBLELVD	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	SLEEP IN BED	sleep on couch	look in mirror	change sheets	sit on couch	open curtains	turn on light	rearrange pillows	read book	jump on bed	move lamp		
371DNNCG44N9PAIIEW118G34FU08TI	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3OF2M9AATH9RS6QCJFSN8T9WNVJZKH	A17RILCFPWPAKN	Submitted	Wed Apr 27 05:54:51 PDT 2016	Wed Apr 27 05:58:25 PDT 2016	Thu Apr 28 05:58:25 PDT 2016				214	0% (0/0)	0% (0/0)	0% (0/0)	3CVDZS288HLERU2LDD6VWUPY8KWFM8	3HHRAGRYX9QVC6TED9QH2MOCRGKO9R	A3GE7CHWBLELVD	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	SIT ON A SOFA	fluff a pillow	go to sleep	lie down on a sofa	get up from a sofa	open the curtains	look out the window	smell the flowers	walk to the bed	unfold the blankets	get in the bed		
309D674SHZ6B5REEVMQLA8T1ZELCB2	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3RU7GD8VPPEV2L1E1F3N8HYSUSJPS1	A2VI55LKT5L4KB	Submitted	Wed Apr 27 11:26:47 PDT 2016	Wed Apr 27 11:28:18 PDT 2016	Thu Apr 28 11:28:18 PDT 2016				91	100% (411/412)	100% (47/47)	0% (0/0)	3CVDZS288HLERU2LDD6VWUPY8KWFM8	3PH3VY7DJMIIN6KT8TBQW43R9L8WZR	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	turn the lights on and off	entering in the room	{}	put of the roof lights	going towards side lamp which is off	put on the side lamp	than put on the lamp on the side of bed	{}	{}	{}	{}		
3J5XXLQDHMW215G17A6KIHJEWTO3V1	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3NVC2EB65RKLRI802NY5D0JS6HTY3I	A2VI55LKT5L4KB	Submitted	Wed Apr 27 11:44:31 PDT 2016	Wed Apr 27 11:45:39 PDT 2016	Thu Apr 28 11:45:39 PDT 2016				68	100% (411/412)	100% (47/47)	0% (0/0)	3CVDZS288HLERU2LDD6VWUPY8KWFM8	3PH3VY7DJMIIN6KT8TBQW43R9L8WZR	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	lay in bed and read	entering in room	{}	with my favorite book in hand	lying on bed	and start reading book	{}	{}	{}	{}	{}		
3EQPA8A374HUV3N0BSNAJUDZG1GJZT	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			317HQ483I8D65MM5GOWH0QNALFIIN8	A161AJDHLJVCLZ	Submitted	Wed Apr 27 11:33:27 PDT 2016	Wed Apr 27 11:33:59 PDT 2016	Thu Apr 28 11:33:59 PDT 2016				32	0% (0/0)	0% (0/0)	0% (0/0)	3CVDZS288HLERU2LDD6VWUPY8KWFM8	3X3OR7WPZ0LNSG77VP4BA9P7C5Y8L6	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	sitting on sofa	lay in bed	make the bed	sit on the couch	turn on the light	turn off the light	open the cabinet	open the curtains	look out the window	take a nap	fluff the pillow		
3MJ9GGZYO3RTOZHKSF1J3K0955O2AP	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3TMSXRD2X7LLSAZL0I2Y4AJFXN71WI	A2VI55LKT5L4KB	Submitted	Wed Apr 27 00:34:59 PDT 2016	Wed Apr 27 00:38:34 PDT 2016	Thu Apr 28 00:38:34 PDT 2016				215	100% (411/412)	100% (47/47)	0% (0/0)	3CVDZS288HLERU2LDD6VWUPY8KWFM8	3X3OR7WPZ0LNSG77VP4BA9P7C5Y8L6	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/bedroom/sun_ahjfetatjwwfibfm.jpg	reading book	entering in room	{}	taking a book from the table	open the curtain a bit	sitting on sofa	comfirting myselt on sofa	start reading book	envolve in reading	enjoying the book	spend some time on reading		
366FYU4PTGARVS2MXQ99ZZCU7K7EKH	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3OLQQLKKNTAY6RTY57EYM481K0BJEX	A2VI55LKT5L4KB	Submitted	Wed Apr 27 06:11:26 PDT 2016	Wed Apr 27 06:15:45 PDT 2016	Thu Apr 28 06:15:45 PDT 2016				259	100% (411/412)	100% (47/47)	0% (0/0)	3TCFMTM8HE9XUB4KWW8QSJ7615W213	31Z0PCVWUL07BFATUTEWI03TVYH7TO	A1WD0DK58AKBVE	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	can make sandwich	stand in front of kitchen top	{}	preparing ingredients for making sandwich	heat the sandwich maker	putting all the ingredients in the sandwich maker	setting the time	oepn sandwich maker	take out cooked sandwich	enjoy sandwich	{}		
31KSVEGZ34D7ZW188ACCMH589G6WR8	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3Q5ZZ9ZEVP09QR4M32O4TKTARY885V	A1C4GNEBKYPU1D	Submitted	Wed Apr 27 11:15:13 PDT 2016	Wed Apr 27 11:16:04 PDT 2016	Thu Apr 28 11:16:04 PDT 2016				51	0% (0/0)	0% (0/0)	0% (0/0)	3TCFMTM8HE9XUB4KWW8QSJ7615W213	33FBRBDW6PKUPCD1ICBC7QZKIWN8CT	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	washing some dishes	fill a sink with hot water	{}	add soap to the water	clean glasses first	clean dirtiest items last	rinse dishes after scrubbing	dry dishes with dish towel	place dishes back in cabinet	drain water from sink	rinse sink out		
3EQPA8A374HUV3N0BSNAJUDZG1GZJ9	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3NAPMVF0ZX0DRGGGBEU0HDU3W2J275	A2VI55LKT5L4KB	Submitted	Wed Apr 27 04:51:12 PDT 2016	Wed Apr 27 04:54:46 PDT 2016	Thu Apr 28 04:54:46 PDT 2016				214	100% (411/412)	100% (47/47)	0% (0/0)	3TCFMTM8HE9XUB4KWW8QSJ7615W213	33FBRBDW6PKUPCD1ICBC7QZKIWN8CT	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	preparing some food	step in kitchen	{}	arrange some ingredients	cutting chpping items	heat the pan	start preparing food	{}	{}	{}	{}		
3AA88CN98POP1XJDXRL3624APWBYKF	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3C2NJ6JBKB22U183RLBPDAGTWHNN20	AQ4SMD5QQ81C	Submitted	Wed Apr 27 04:17:04 PDT 2016	Wed Apr 27 04:23:21 PDT 2016	Thu Apr 28 04:23:21 PDT 2016				377	100% (14/14)	100% (14/14)	0% (0/0)	3TCFMTM8HE9XUB4KWW8QSJ7615W213	3DY4FPOOA29W6QYX82CHOZIETVPVRP	A211NMO6U0B8FX	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	roast a chicken	Clean the chicken well.	{}	Put your butter into a dish and press the garlic onto the butter.	"Add the hot chilli paste. If you butter is cold from the fridge, you can put the dish into the oven for a minute and then proceed."	Salt and pepper the chicken to taste.	mix the butter and the spices until it is creamy and slightly liquid.	Put some of the butter mixture on each chicken piece - distribute evenly.	Now rub it into the chicken pieces with your hands. Make sure all sides are well covered.	Time to put our tray with the chicken pieces into the oven for 45 to 50 minutes.	"The crispiest, tastiest chicken!"		
30IRMPJWDZ4G4W7RJWT9Y6BDM9XRK7	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3FE7TXL1LJ8NXYLV7D36H4BY1UF2QB	A2VI55LKT5L4KB	Submitted	Wed Apr 27 11:52:50 PDT 2016	Wed Apr 27 11:54:16 PDT 2016	Thu Apr 28 11:54:16 PDT 2016				86	100% (411/412)	100% (47/47)	0% (0/0)	3TCFMTM8HE9XUB4KWW8QSJ7615W213	3DY4FPOOA29W6QYX82CHOZIETVPVRP	A211NMO6U0B8FX	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	wash cups and plates	stand in front of sink	{}	collect and put dirty cups and plates	putting dirty cups and plates in sink	start tap water	appling some dish washing liquid	wash cups and plates	{}	{}	{}		
3MQY1YVHS35Y79MCYT1FYVKFNN92BK	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3907X2AHF1Q2XMKG70OHHZLOWWPP2Z	A2VI55LKT5L4KB	Submitted	Wed Apr 27 05:23:54 PDT 2016	Wed Apr 27 05:25:19 PDT 2016	Thu Apr 28 05:25:19 PDT 2016				85	100% (411/412)	100% (47/47)	0% (0/0)	3TCFMTM8HE9XUB4KWW8QSJ7615W213	3J4Q2Z4UTZO99EJ2LXSD5BRN4INWQX	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	cook a meal	step in kitchen	{}	arrange the food intem for cooking	put pan on the gas	start coocking food item	preparing all coocking food	coock a full meal	{}	{}	{}		
3BPP3MA3TC52FYK4IQLAEZP9WKCELK	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3OVR4I9USQ4X0C0IBRMUAJ8WL8G4QE	A2OKWYEHSQI1M	Submitted	Wed Apr 27 12:08:39 PDT 2016	Wed Apr 27 12:10:03 PDT 2016	Thu Apr 28 12:10:03 PDT 2016				84	0% (0/0)	0% (0/0)	0% (0/0)	3TCFMTM8HE9XUB4KWW8QSJ7615W213	3J4Q2Z4UTZO99EJ2LXSD5BRN4INWQX	A1KIMT9A4JOKL3	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	clean the oven	open oven door	{}	spray oven cleaner into oven	close door	check cleaner's reccomended wait time	wait that amount of time	put on mask	open oven door	{}	{}		
33BFF6QPI1WFGUG6XKBG4J2S32Q3WB	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			35L9RVQFCP3J4HVU77QIE9EPTWAUHT	A31KR3U1P9RZNI	Submitted	Wed Apr 27 08:05:08 PDT 2016	Wed Apr 27 08:08:51 PDT 2016	Thu Apr 28 08:08:51 PDT 2016				223	0% (0/0)	0% (0/0)	0% (0/0)	3TCFMTM8HE9XUB4KWW8QSJ7615W213	3NGI5ARFTUQV812KOWO3CGBJ39TP11	A3S5DWMCT53P8	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	can put a dining table and dine	cooking food	clean the vessel	put plate on table	wash dishes	put bowl on table	wash hands	put bottle on table	wash vegetables	cleaning the table	put vessel on the stove		
3511RHPADVZRO2P94W5AD6OSB92RLA	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:53 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:53 PDT 2016			3P529IW9KZ6W7VHU33AHK16T0RUFLE	AWGPEQB9IGWOH	Submitted	Wed Apr 27 10:10:40 PDT 2016	Wed Apr 27 10:12:24 PDT 2016	Thu Apr 28 10:12:24 PDT 2016				104	0% (0/0)	0% (0/0)	0% (0/0)	3TCFMTM8HE9XUB4KWW8QSJ7615W213	3NGI5ARFTUQV812KOWO3CGBJ39TP11	A3S5DWMCT53P8	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abjllhhfuvcygwtk.jpg	can cut vegetables	bake	broil steak	cook	wash dishes	rinse plates	sweep	clean	prepare food	fry food	microwave popcorn		
3OJX0UFJ0ZSO3SGHJTXPD8KHIEPU9K	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3LYA37P8IR8VA8NWD1CKMB2TWTTBKL	A30027S322A173	Submitted	Wed Apr 27 09:59:19 PDT 2016	Wed Apr 27 10:00:30 PDT 2016	Thu Apr 28 10:00:30 PDT 2016				71	0% (0/0)	0% (0/0)	0% (0/0)	39O0SQZVJNSS9H070240U16RGJC7RK	36PW28KO40HN5YQUB11LT55ITWXAEP	A2VI55LKT5L4KB	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	cleaning the surface	close the window blinds	plug in an appliance	open a cabinet door	look at the photo	wipe the dounter	get a paper towel	was dishes	wash my hands	clean the window	make a meal		
3XUY87HIVPZKX4U2Z0A8RK975RTMMJ	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3PJUZCGDJ71SRE6Y6S1L50YCDS489V	A2VI55LKT5L4KB	Submitted	Wed Apr 27 06:55:00 PDT 2016	Wed Apr 27 06:55:28 PDT 2016	Thu Apr 28 06:55:28 PDT 2016				28	100% (411/412)	100% (47/47)	0% (0/0)	39O0SQZVJNSS9H070240U16RGJC7RK	3AAJC4I4FHDWHMKU1USB7E9J7P1JZL	A5KF76PFKM98N	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	Clean dishes	stand in front of sink	{}	collect dirty dishes in sink	{}	{}	{}	{}	{}	{}	{}		
3D17ECOUOEGMFT030WMVBTCY7PH13A	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			35USIKEBNS1QC2R4ENNS3NX5CMLN6D	A2LY23NHYISUQ2	Submitted	Wed Apr 27 01:47:58 PDT 2016	Wed Apr 27 01:48:48 PDT 2016	Thu Apr 28 01:48:48 PDT 2016				50	0% (0/0)	0% (0/0)	0% (0/0)	39O0SQZVJNSS9H070240U16RGJC7RK	3AAJC4I4FHDWHMKU1USB7E9J7P1JZL	A5KF76PFKM98N	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	Wash hands	start water	{}	wet hands	apply soap	lather hands	rinse hands	turn off water	get towel	dry hands	{}		
37ZQELHEQ0JQFMF2B1P84ZY7AH3MNJ	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			3A4NIXBJ77K2D59BPQEUFRQ2XTWLMJ	A1L58JF3RD54QD	Submitted	Wed Apr 27 11:16:25 PDT 2016	Wed Apr 27 11:26:02 PDT 2016	Thu Apr 28 11:26:02 PDT 2016				577	0% (0/0)	0% (0/0)	0% (0/0)	39O0SQZVJNSS9H070240U16RGJC7RK	3KGTPGBS6Y6FPRSCOMNBR58N3WZU2J	AHFOTIHY4RM8Q	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	Gaze out the window	Walking in the kitchen.	"Gaze out the window, to see the playing birds."	Looking around for some tasty food.	Turning attention towards the kitchen counter.	Can't find anything good on the kitchen counter.	Checking the cupboards for some snacks.	Find no tasty food in them.	Hearing bird chirping from outside.	Stepping closer to the window.	Raising the blinds.		
3VJ4PFXFJ3S28BQMBZBP93V1OW7UAZ	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			30H4UDGLT33S4QO9HI71W8ZM215MPM	A161AJDHLJVCLZ	Submitted	Wed Apr 27 04:59:44 PDT 2016	Wed Apr 27 05:00:52 PDT 2016	Thu Apr 28 05:00:52 PDT 2016				68	0% (0/0)	0% (0/0)	0% (0/0)	39O0SQZVJNSS9H070240U16RGJC7RK	3NLZY2D53QATYK73HJLBW0A76BNLQX	A3D6IPJ4RBCNVY	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	cook a meal	clean the counter	{}	wipe the counter	turn on the faucet	wash the dishes	open the cabinet	put away dishes	{}	{}	{}		
3W0XM68YZPGSBR8AL2EUSFT0IB3K14	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			35LDD5557BPRTZRT4Q2T0RDN8R3KMN	A2VI55LKT5L4KB	Submitted	Wed Apr 27 06:32:59 PDT 2016	Wed Apr 27 06:35:22 PDT 2016	Thu Apr 28 06:35:22 PDT 2016				143	100% (411/412)	100% (47/47)	0% (0/0)	39O0SQZVJNSS9H070240U16RGJC7RK	3NLZY2D53QATYK73HJLBW0A76BNLQX	A3D6IPJ4RBCNVY	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	clean the table top	apply some cleaning liquid on top	{}	start cleaning with cleaning wiper	fully clean top	{}	{}	{}	{}	{}	{}		
3GV1I4SEO9AY2JRPC82C2BXWFMO6LR	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			36ZN444YTSJON7MHH3WUFFNFBNYIOU	A10R7MLEWIMFQV	Submitted	Wed Apr 27 07:24:47 PDT 2016	Wed Apr 27 07:27:01 PDT 2016	Thu Apr 28 07:27:01 PDT 2016				134	100% (1510/1512)	0% (0/0)	0% (0/0)	39O0SQZVJNSS9H070240U16RGJC7RK	3PPTZCWALR5D39O7WKCK4FL5LKRZQQ	AADGIU4PEQW1H	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	Open a cabinet	Take a paper towel	turn on water	Move the picture frame	Close the blinds	Pull the blinds up	Open the cupboard door	Wipe the counter down	Open the dishwasher	Put soap on hands	wash hands in sink		
3CRWSLD91KP8X7FECGPLJOYC0R8MOY	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			308XBLVESJPHXC0R3LLHNNO7RMVBRO	A2OKWYEHSQI1M	Submitted	Wed Apr 27 11:57:51 PDT 2016	Wed Apr 27 11:59:12 PDT 2016	Thu Apr 28 11:59:12 PDT 2016				81	0% (0/0)	0% (0/0)	0% (0/0)	39O0SQZVJNSS9H070240U16RGJC7RK	3PPTZCWALR5D39O7WKCK4FL5LKRZQQ	AADGIU4PEQW1H	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_ablqpemsnuwzehvv.jpg	Start the dishwasher	sort dishes into categories	start dishwasher using buttons	open door	put heavy and big dishes on bottom rack	put lighter dishes on top rack	put silverware in designated spot	open soap hole	insert soap into spot	close soap hole	close door		
3TFJJUELSHAHHEEICTXA9FQX5892CR	3I3SD0LMZ4DKTCEFMSWXV3TADKFHS2	List 10 Tasks for the Provided Action and Image	"Please view the image and action provided, and list 10 steps that make up that action"	"image, tag, picture, photo, action, goal"	$0.10	Wed Apr 27 00:14:54 PDT 2016	1	BatchId:2373231;	3600	86400	Wed May 04 00:14:54 PDT 2016			369J354OFEVK2AAIRJAXD3O8BBJ6GA	AE2SKVLOL06YR	Submitted	Wed Apr 27 08:47:04 PDT 2016	Wed Apr 27 08:50:06 PDT 2016	Thu Apr 28 08:50:06 PDT 2016				182	100% (377/377)	0% (0/0)	0% (0/0)	3XH7ZM9YX2FWN0O0FZ2K8XXXB909RY	30BUDKLTXEGQZSEDG5A4LUPW1IW5EE	A35ZRGM4AQ6FF5	https://raw.githubusercontent.com/huyouare/mTurkImages/master/kitchen/sun_abxcngdqbxidvkcs.jpg	Cook a meal	Wipe off counter	put it on a plate	wash hands	open refridgerator	grab all ingrediants	get out cutting board	get out knife	chop it all up	heat up pan	saute whatever I chopped		
